year_week	year	week	excess_ttl
2020_01	2020	1	-0.044812222132908294
2020_02	2020	2	-0.050259674181551035
2020_03	2020	3	-0.028052634915792605
2020_04	2020	4	-0.0405058609164019
2020_05	2020	5	-0.04610164217536228
2020_06	2020	6	-0.026430656907875487
2020_07	2020	7	-0.024601218292963408
2020_08	2020	8	-0.023259691259282757
2020_09	2020	9	0.0032263827673749638
2020_10	2020	10	-0.017709204541936904
2020_11	2020	11	-0.012609292100293053
2020_12	2020	12	0.013506255072791176
2020_13	2020	13	-0.013168453419902441
2020_14	2020	14	0.062192347305588584
2020_15	2020	15	0.06747189341241014
2020_16	2020	16	0.11364812409410782
2020_17	2020	17	0.1328494026973769
2020_18	2020	18	0.11923018906962972
2020_19	2020	19	0.14494840069775436
2020_20	2020	20	0.10826523804767084
2020_21	2020	21	0.0649116342345871
2020_22	2020	22	0.09326364866326106
2020_23	2020	23	0.02400449560849103
2020_24	2020	24	0.01696848860363022
2020_25	2020	25	0.0010282061224385786
2020_26	2020	26	0.041474731141198505
2020_27	2020	27	-0.012093246321844726
2020_28	2020	28	0.02130551264296566
2020_29	2020	29	-0.011153365489912508
2020_30	2020	30	0.035652001435716514
2020_31	2020	31	0.013490577754160479
2020_32	2020	32	0.02359448266954778
2020_33	2020	33	0.015496349661688254
2020_34	2020	34	0.040382385062708866
2020_35	2020	35	0.007104945858212724
2020_36	2020	36	0.03079901672565688
2020_37	2020	37	0.021966149868283154
2020_38	2020	38	0.005296389997826323
2020_39	2020	39	0.031316913435170804
2020_40	2020	40	0.0020705623831285998
2020_41	2020	41	0.020047815157880223
2020_42	2020	42	0.0019202050793297985
2020_43	2020	43	0.04367684470434282
2020_44	2020	44	0.012070779329202858
2020_45	2020	45	0.030636278495790408
2020_46	2020	46	0.029239741439400786
2020_47	2020	47	0.05730486472637299
2020_48	2020	48	0.06376919338478297
2020_49	2020	49	0.08317141768941762
2020_50	2020	50	0.11406341714138345
2020_51	2020	51	0.11798784150935054
2020_52	2020	52	0.10441794143780536
2021_01	2021	1	0.0410573343222821
2021_02	2021	2	0.07817054365032883
2021_03	2021	3	0.059492793431439185
2021_04	2021	4	0.04107155983618265
2021_05	2021	5	0.06419643018666009
2021_06	2021	6	0.024928438826554912
2021_07	2021	7	0.03292630302048175
2021_08	2021	8	0.04179733131212314
2021_09	2021	9	0.00977966918693132
2021_10	2021	10	0.017276950584515133
2021_11	2021	11	-0.015225840550825792
2021_12	2021	12	-0.0003265537863522585
2021_13	2021	13	-0.010508434134448123
2021_14	2021	14	-0.0113942790026684
2021_15	2021	15	-0.003304347612020562
2021_16	2021	16	0.013238140573381098
2021_17	2021	17	0.024378024524085305
2021_18	2021	18	0.013316379813512086
2021_19	2021	19	0.044643490794059354
2021_20	2021	20	0.0150938613623215
2021_21	2021	21	-0.008017442408689101
2021_22	2021	22	-0.0001558273285477129
2021_23	2021	23	-0.013998536198001515
2021_24	2021	24	-0.016405941394327564
2021_25	2021	25	0.018925911624906016
2021_26	2021	26	0.05221771247293672
2021_27	2021	27	0.003455261796341499
2021_28	2021	28	-0.0027851381040068226
2021_29	2021	29	0.0017239388207916635
2021_30	2021	30	0.06301334293775589
2021_31	2021	31	0.08752923950053909
2021_32	2021	32	0.047753314780620004
2021_33	2021	33	0.06671463790235717
2021_34	2021	34	0.09563730328653512
2021_35	2021	35	0.09359230923993164
2021_36	2021	36	0.0964238932800196
2021_37	2021	37	0.10184580392583119
2021_38	2021	38	0.12263199189288021
2021_39	2021	39	0.08679084555915734
2021_40	2021	40	0.03908607239877812
2021_41	2021	41	0.07579489740728941
2021_42	2021	42	0.08389102809776103
2021_43	2021	43	0.12615381286405453
2021_44	2021	44	0.06548163049537348
2021_45	2021	45	0.06097699885232436
2021_46	2021	46	0.08038383097702305
2021_47	2021	47	0.09199364433030101
2021_48	2021	48	0.11873211814892345
2021_49	2021	49	0.09169745723299075
2021_50	2021	50	0.11613818080907878
2021_51	2021	51	0.09026612844042911
2021_52	2021	52	0.10037691659855383
2022_01	2022	1	0.013765312353642258
2022_02	2022	2	0.037899180445241556
2022_03	2022	3	0.04168987459130434
2022_04	2022	4	0.04005049943857169
2022_05	2022	5	0.03260078059154303
2022_06	2022	6	0.01975021576162788
2022_07	2022	7	0.011637980972210103
2022_08	2022	8	0.011214306731853797
2022_09	2022	9	0.011498493098663657
2022_10	2022	10	-0.0010466590285495912
2022_11	2022	11	-0.0089867446188949
2022_12	2022	12	-0.01209337664660604
2022_13	2022	13	-0.006051005288885729
2022_14	2022	14	-0.00017058448993175713
